species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
grerhe1,NA,1,Rhea americana,Greater Rhea,2022,10,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/183424001/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/183424001/320
gretin1,NA,3,Tinamus major,Great Tinamou,2022,42,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/262853911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/262853911/320
wfwduc1,NA,1,Dendrocygna viduata,White-faced Whistling-Duck,2022,228,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/56428741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/56428741/320
bbwduc,NA,105,Dendrocygna autumnalis,Black-bellied Whistling-Duck,2022,230,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59936941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59936941/320
fuwduc,NA,2,Dendrocygna bicolor,Fulvous Whistling-Duck,2022,235,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162798201/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162798201/320
snogoo,NA,140,Anser caerulescens,Snow Goose,2022,252,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295417571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295417571/320
rosgoo,NA,5,Anser rossii,Ross's Goose,2022,256,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295421201/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295421201/320
swagoo2,swagoo1,1,Anser cygnoides (Domestic type),Swan Goose (Domestic type),2022,265,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/146799691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/146799691/320
gwfgoo,NA,13,Anser albifrons,Greater White-fronted Goose,2022,267,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59938311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59938311/320
gwfgoo2,gwfgoo,1,Anser albifrons gambelli/sponsa,Greater White-fronted Goose (Western),2022,270,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/494424101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/494424101/320
domgoo1,NA,15,Anser sp. (Domestic type),Domestic goose sp. (Domestic type),2022,289,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/124258101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/124258101/320
brant,NA,3,Branta bernicla,Brant,2022,291,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295428261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295428261/320
bargoo,NA,1,Branta leucopsis,Barnacle Goose,2022,299,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/161008611/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/161008611/320
cacgoo1,NA,14,Branta hutchinsii,Cackling Goose,2022,308,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59950661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59950661/320
alcgoo1,cacgoo1,2,Branta hutchinsii leucopareia,Cackling Goose (Aleutian),2022,309,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/510837931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/510837931/320
ricgoo1,cacgoo1,2,Branta hutchinsii hutchinsii,Cackling Goose (Richardson's),2022,310,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/88876311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/88876311/320
cacgoo2,cacgoo1,1,Branta hutchinsii minima,Cackling Goose (minima),2022,311,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/190997891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/190997891/320
cangoo,NA,2782,Branta canadensis,Canada Goose,2022,319,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59953191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59953191/320
cangoo4,cangoo,19,Branta canadensis moffitti/maxima,Canada Goose (moffitti/maxima),2022,320,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59548671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59548671/320
cangoo1,cangoo,7,Branta canadensis [canadensis Group],Canada Goose (canadensis Group),2022,326,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/205961551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/205961551/320
x00415,NA,9,Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),2022,333,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90784491/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90784491/320
x00759,NA,4,Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x Canada Goose (hybrid),2022,335,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/418640381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/418640381/320
x00197,NA,1,Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),2022,336,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/194478231/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/194478231/320
hawgoo,NA,1,Branta sandvicensis,Hawaiian Goose,2022,341,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/96738451/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/96738451/320
goose1,NA,2,Anatidae (goose sp.),goose sp.,2022,347,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/491557421/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/491557421/320
mutswa,NA,111,Cygnus olor,Mute Swan,2022,353,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59954151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59954151/320
truswa,NA,33,Cygnus buccinator,Trumpeter Swan,2022,358,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295430011/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295430011/320
tunswa,NA,48,Cygnus columbianus,Tundra Swan,2022,360,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59956021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59956021/320
tunswa1,tunswa,2,Cygnus columbianus columbianus,Tundra Swan (Whistling),2022,361,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/507001121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/507001121/320
x00418,NA,2,Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),2022,364,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/26735581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/26735581/320
y00471,NA,52,Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,2022,365,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/428306601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/428306601/320
swan1,NA,4,Cygnus sp.,swan sp.,2022,370,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/531778471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/531778471/320
egygoo,NA,11,Alopochen aegyptiaca,Egyptian Goose,2022,391,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/46022261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/46022261/320
musduc,NA,10,Cairina moschata,Muscovy Duck,2022,415,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299692021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299692021/320
musduc3,musduc,105,Cairina moschata (Domestic type),Muscovy Duck (Domestic type),2022,416,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/392110751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/392110751/320
wooduc,NA,1124,Aix sponsa,Wood Duck,2022,423,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65533521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65533521/320
manduc,NA,3,Aix galericulata,Mandarin Duck,2022,425,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/241982721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/241982721/320
baitea,NA,1,Sibirionetta formosa,Baikal Teal,2022,443,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158510791/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158510791/320
buwtea,NA,78,Spatula discors,Blue-winged Teal,2022,450,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60292801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60292801/320
cintea,NA,5,Spatula cyanoptera,Cinnamon Teal,2022,451,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299913341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299913341/320
norsho,NA,58,Spatula clypeata,Northern Shoveler,2022,464,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300124811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300124811/320
gadwal,NA,67,Mareca strepera,Gadwall,2022,468,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308742131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308742131/320
x00457,NA,1,Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),2022,471,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/232661651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/232661651/320
eurwig,NA,1,Mareca penelope,Eurasian Wigeon,2022,475,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300137371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300137371/320
amewig,NA,107,Mareca americana,American Wigeon,2022,477,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60017891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60017891/320
x00724,NA,1,Mareca strepera x americana,Gadwall x American Wigeon (hybrid),2022,481,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/250761681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/250761681/320
mallar3,NA,4565,Anas platyrhynchos,Mallard,2022,505,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308743051/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308743051/320
mallar2,mallar3,256,Anas platyrhynchos (Domestic type),Mallard (Domestic type),2022,508,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/405469221/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/405469221/320
mdxmal1,NA,23,Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),2022,509,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542747841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542747841/320
x00205,NA,34,Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),2022,510,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38423101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38423101/320
x00420,NA,1,Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),2022,512,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/274735431/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/274735431/320
x00423,NA,1,Anas platyrhynchos x wyvilliana,Mallard x Hawaiian Duck (hybrid),2022,517,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/51216461/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/51216461/320
mexduc,NA,5,Anas diazi,Mexican Duck,2022,524,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/111578741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/111578741/320
mallar,NA,17,Anas platyrhynchos/diazi,Mallard/Mexican Duck,2022,526,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60021841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60021841/320
ambduc,NA,334,Anas rubripes,American Black Duck,2022,527,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60018911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60018911/320
x00004,NA,127,Anas platyrhynchos x rubripes,Mallard x American Black Duck (hybrid),2022,529,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48954581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48954581/320
y00600,NA,59,Anas platyrhynchos/rubripes,Mallard/American Black Duck,2022,530,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/523918401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/523918401/320
motduc,NA,78,Anas fulvigula,Mottled Duck,2022,531,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308743931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308743931/320
x00422,NA,23,Anas platyrhynchos x fulvigula,Mallard x Mottled Duck (hybrid),2022,534,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/157425781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/157425781/320
whcpin,NA,1,Anas bahamensis,White-cheeked Pintail,2022,541,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/72930681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/72930681/320
norpin,NA,75,Anas acuta,Northern Pintail,2022,548,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301309501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301309501/320
gnwtea,NA,96,Anas crecca,Green-winged Teal,2022,563,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63893401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63893401/320
egwtea1,gnwtea,1,Anas crecca crecca,Green-winged Teal (Eurasian),2022,564,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/538866341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/538866341/320
agwtea1,gnwtea,9,Anas crecca carolinensis,Green-winged Teal (American),2022,565,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296005431/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296005431/320
x00670,NA,1,Anas platyrhynchos x crecca,Mallard x Green-winged Teal (hybrid),2022,575,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/339440271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/339440271/320
dabduc1,NA,1,Anatidae sp. (dabbling duck sp.),dabbling duck sp.,2022,605,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/566723081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/566723081/320
canvas,NA,25,Aythya valisineria,Canvasback,2022,616,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63893981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63893981/320
redhea,NA,31,Aythya americana,Redhead,2022,617,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301323281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301323281/320
rinduc,NA,171,Aythya collaris,Ring-necked Duck,2022,623,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301536921/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301536921/320
gresca,NA,20,Aythya marila,Greater Scaup,2022,643,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162823881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162823881/320
lessca,NA,73,Aythya affinis,Lesser Scaup,2022,649,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63896301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63896301/320
x00613,NA,1,Aythya collaris x affinis,Ring-necked Duck x Lesser Scaup (hybrid),2022,651,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/316956231/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/316956231/320
scaup,NA,3,Aythya marila/affinis,Greater/Lesser Scaup,2022,653,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/532539181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/532539181/320
comeid,NA,6,Somateria mollissima,Common Eider,2022,664,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301589811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/301589811/320
sursco,NA,2,Melanitta perspicillata,Surf Scoter,2022,676,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302040411/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302040411/320
whwsco2,NA,2,Melanitta deglandi,White-winged Scoter,2022,678,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302047121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302047121/320
whwsco,NA,3,Melanitta fusca/deglandi/stejnegeri,Velvet/White-winged/Stejneger's Scoter,2022,681,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63900451/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63900451/320
blksco2,NA,1,Melanitta americana,Black Scoter,2022,684,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63901801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63901801/320
lotduc,NA,7,Clangula hyemalis,Long-tailed Duck,2022,688,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302051251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302051251/320
buffle,NA,248,Bucephala albeola,Bufflehead,2022,689,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/216531741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/216531741/320
comgol,NA,128,Bucephala clangula,Common Goldeneye,2022,690,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302057041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302057041/320
bargol,NA,11,Bucephala islandica,Barrow's Goldeneye,2022,695,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302060441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302060441/320
y00004,NA,3,Bucephala clangula/islandica,Common/Barrow's Goldeneye,2022,697,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/198596871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/198596871/320
hoomer,NA,435,Lophodytes cucullatus,Hooded Merganser,2022,700,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302071781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302071781/320
x00202,NA,1,Aix sponsa x Lophodytes cucullatus,Wood Duck x Hooded Merganser (hybrid),2022,701,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126724631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126724631/320
x00424,NA,1,Bucephala albeola x Lophodytes cucullatus,Bufflehead x Hooded Merganser (hybrid),2022,702,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97175181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97175181/320
commer,NA,235,Mergus merganser,Common Merganser,2022,708,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63910971/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63910971/320
commer1,commer,10,Mergus merganser americanus,Common Merganser (North American),2022,712,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276298881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/276298881/320
rebmer,NA,66,Mergus serrator,Red-breasted Merganser,2022,716,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302119101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302119101/320
x00614,NA,2,Aythya collaris x Mergus serrator,Ring-necked Duck x Red-breasted Merganser (hybrid),2022,717,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/320
mergan1,NA,2,Mergellus/Lophodytes/Mergus sp.,merganser sp.,2022,721,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/370742541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/370742541/320
rudduc,NA,36,Oxyura jamaicensis,Ruddy Duck,2022,724,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302124271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302124271/320
duck1,NA,32,Anatidae (duck sp.),duck sp.,2022,738,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/432358921/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/432358921/320
placha,NA,17,Ortalis vetula,Plain Chachalaca,2022,799,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163093751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163093751/320
rubcha1,NA,2,Ortalis wagleri,Rufous-bellied Chachalaca,2022,810,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207100111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207100111/320
colcha1,NA,1,Ortalis columbiana,Colombian Chachalaca,2022,816,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/56429471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/56429471/320
helgui,NA,14,Numida meleagris,Helmeted Guineafowl,2022,916,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106991351/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106991351/320
mouqua,NA,88,Oreortyx pictus,Mountain Quail,2022,952,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296737571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296737571/320
norbob,NA,809,Colinus virginianus,Northern Bobwhite,2022,965,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296736411/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296736411/320
norbob1,norbob,6,Colinus virginianus [virginianus Group],Northern Bobwhite (Eastern),2022,966,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/41893661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/41893661/320
scaqua,NA,169,Callipepla squamata,Scaled Quail,2022,1018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296734001/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296734001/320
x00688,NA,12,Colinus virginianus x Callipepla squamata,Northern Bobwhite x Scaled Quail (hybrid),2022,1023,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/102593711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/102593711/320
calqua,NA,2854,Callipepla californica,California Quail,2022,1031,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296733361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296733361/320
gamqua,NA,986,Callipepla gambelii,Gambel's Quail,2022,1042,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296730461/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296730461/320
x00689,NA,2,Callipepla squamata x gambelii,Scaled x Gambel's Quail (hybrid),2022,1048,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440478901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440478901/320
y00315,NA,1,Callipepla californica x gambelii,California x Gambel's Quail (hybrid),2022,1049,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/322390041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/322390041/320
monqua,NA,11,Cyrtonyx montezumae,Montezuma Quail,2022,1051,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163097631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163097631/320
quail1,NA,9,Odontophoridae sp.,new world quail sp.,2022,1108,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297058141/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297058141/320
wiltur,NA,9186,Meleagris gallopavo,Wild Turkey,2022,1207,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311368611/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311368611/320
rufgro,NA,2196,Bonasa umbellus,Ruffed Grouse,2022,1216,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65615501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65615501/320
dusgro,NA,12,Dendragapus obscurus,Dusky Grouse,2022,1248,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39523291/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39523291/320
soogro1,NA,5,Dendragapus fuliginosus,Sooty Grouse,2022,1253,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295480871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295480871/320
blugrs,NA,7,Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse,2022,1258,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/594785251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/594785251/320
shtgro,NA,100,Tympanuchus phasianellus,Sharp-tailed Grouse,2022,1259,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295483111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295483111/320
grpchi,NA,1,Tympanuchus cupido,Greater Prairie-Chicken,2022,1268,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295490511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295490511/320
greprc1,grpchi,1,Tympanuchus cupido pinnatus,Greater Prairie-Chicken (pinnatus),2022,1269,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/546197371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/546197371/320
wilpta,NA,14,Lagopus lagopus,Willow Ptarmigan,2022,1282,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295447381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295447381/320
rocpta1,NA,2,Lagopus muta,Rock Ptarmigan,2022,1303,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295450481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295450481/320
ptarmi1,NA,1,Lagopus sp.,ptarmigan sp.,2022,1334,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/129593241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/129593241/320
sprgro,NA,110,Canachites canadensis,Spruce Grouse,2022,1336,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295442571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/295442571/320
frsgro1,sprgro,1,Canachites canadensis franklinii/isleibi,Spruce Grouse (Franklin's),2022,1343,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/447005731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/447005731/320
grypar,NA,249,Perdix perdix,Gray Partridge,2022,1378,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296750991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296750991/320
golphe,NA,1,Chrysolophus pictus,Golden Pheasant,2022,1401,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/150563021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/150563021/320
rinphe1,NA,3191,Phasianus colchicus,Ring-necked Pheasant,2022,1404,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296747851/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296747851/320
rinphe2,NA,2,Phasianus versicolor,Green Pheasant,2022,1435,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/476205731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/476205731/320
rinphe,NA,7,Phasianus colchicus/versicolor,Ring-necked/Green Pheasant,2022,1440,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296747851/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296747851/320
