species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
bkcspa,NA,46,Spizella atrogularis,Black-chinned Sparrow,2022,32323,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/94256321/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/94256321/320
fiespa,NA,8242,Spizella pusilla,Field Sparrow,2022,32328,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297663691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297663691/320
brespa,NA,131,Spizella breweri,Brewer's Sparrow,2022,32333,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64973431/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64973431/320
x00201,NA,1,Spizella atrogularis x breweri,Black-chinned x Brewer's Sparrow (hybrid),2022,32336,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/320
bktspa,NA,741,Amphispiza bilineata,Black-throated Sparrow,2022,32343,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311380761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311380761/320
larspa,NA,688,Chondestes grammacus,Lark Sparrow,2022,32354,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64973941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64973941/320
larbun,NA,80,Calamospiza melanocorys,Lark Bunting,2022,32357,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297712361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297712361/320
amtspa,NA,29909,Spizelloides arborea,American Tree Sparrow,2022,32421,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297719081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297719081/320
foxspa,NA,19554,Passerella iliaca,Fox Sparrow,2022,32425,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66115301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66115301/320
foxsp2,foxspa,57,Passerella iliaca [unalaschcensis Group],Fox Sparrow (Sooty),2022,32426,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/293788021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/293788021/320
foxsp4,foxspa,1,Passerella iliaca [megarhyncha Group],Fox Sparrow (Thick-billed),2022,32434,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/531079801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/531079801/320
foxsp3,foxspa,26,Passerella iliaca [schistacea Group],Fox Sparrow (Slate-colored),2022,32440,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162739871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162739871/320
foxsp1,foxspa,81,Passerella iliaca iliaca/zaboria,Fox Sparrow (Red),2022,32446,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/409190151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/409190151/320
daejun,NA,85183,Junco hyemalis,Dark-eyed Junco,2022,32449,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66115711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66115711/320
slcjun,daejun,1353,Junco hyemalis hyemalis/carolinensis,Dark-eyed Junco (Slate-colored),2022,32451,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/408345901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/408345901/320
daejun1,daejun,68,Junco hyemalis cismontanus,Dark-eyed Junco (cismontanus),2022,32454,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/192374441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/192374441/320
orejun,daejun,1153,Junco hyemalis [oreganus Group],Dark-eyed Junco (Oregon),2022,32455,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/385216261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/385216261/320
pisjun,daejun,272,Junco hyemalis mearnsi,Dark-eyed Junco (Pink-sided),2022,32463,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243899601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243899601/320
whwjun,daejun,61,Junco hyemalis aikeni,Dark-eyed Junco (White-winged),2022,32465,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/165207141/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/165207141/320
gyhjun,daejun,174,Junco hyemalis caniceps,Dark-eyed Junco (Gray-headed),2022,32467,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/155442511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/155442511/320
daejun8,daejun,25,Junco hyemalis oreganus x caniceps,Dark-eyed Junco (Oregon x Gray-headed),2022,32468,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/81641441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/81641441/320
daejun4,daejun,21,Junco hyemalis mearnsi x caniceps,Dark-eyed Junco (Pink-sided x Gray-headed),2022,32469,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/192177181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/192177181/320
rebjun1,daejun,21,Junco hyemalis dorsalis,Dark-eyed Junco (Red-backed),2022,32470,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90428341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90428341/320
yeejun,NA,30,Junco phaeonotus,Yellow-eyed Junco,2022,32473,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297909191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297909191/320
y00333,NA,4,Junco hyemalis/phaeonotus,Dark-eyed/Yellow-eyed Junco,2022,32480,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/273106211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/273106211/320
whcspa,NA,23992,Zonotrichia leucophrys,White-crowned Sparrow,2022,32512,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64978031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64978031/320
ewcspa1,whcspa,1,Zonotrichia leucophrys leucophrys,White-crowned Sparrow (leucophrys),2022,32514,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/273267161/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/273267161/320
gwcspa,whcspa,8,Zonotrichia leucophrys gambelii,White-crowned Sparrow (Gambel's),2022,32516,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/376322211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/376322211/320
whcspa3,whcspa,1,Zonotrichia leucophrys nuttalli/pugetensis,White-crowned Sparrow (Yellow-billed),2022,32517,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299665401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299665401/320
nwcspa,whcspa,1,Zonotrichia leucophrys nuttalli,White-crowned Sparrow (nuttalli),2022,32518,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/343190321/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/343190321/320
pswspa1,whcspa,1,Zonotrichia leucophrys pugetensis,White-crowned Sparrow (pugetensis),2022,32519,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/410937741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/410937741/320
gocspa,NA,5460,Zonotrichia atricapilla,Golden-crowned Sparrow,2022,32521,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297970171/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/297970171/320
x00053,NA,1,Zonotrichia leucophrys x atricapilla,White-crowned x Golden-crowned Sparrow (hybrid),2022,32522,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/407418521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/407418521/320
harspa,NA,2402,Zonotrichia querula,Harris's Sparrow,2022,32523,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64979771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64979771/320
whtspa,NA,40529,Zonotrichia albicollis,White-throated Sparrow,2022,32526,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64980371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64980371/320
y00332,NA,4,Zonotrichia leucophrys/albicollis,White-crowned/White-throated Sparrow,2022,32528,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/179707891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/179707891/320
x00720,NA,2,Zonotrichia atricapilla x albicollis,Golden-crowned x White-throated Sparrow (hybrid),2022,32529,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440911061/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440911061/320
x00039,NA,16,Junco hyemalis x Zonotrichia albicollis,Dark-eyed Junco x White-throated Sparrow (hybrid),2022,32531,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/190379861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/190379861/320
sagspa1,NA,20,Artemisiospiza nevadensis,Sagebrush Sparrow,2022,32532,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311381361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311381361/320
belspa2,NA,2,Artemisiospiza belli,Bell's Sparrow,2022,32533,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311382471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311382471/320
sagspa,NA,19,Artemisiospiza nevadensis/belli,Sagebrush/Bell's Sparrow (Sage Sparrow),2022,32538,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/516231291/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/516231291/320
vesspa,NA,244,Pooecetes gramineus,Vesper Sparrow,2022,32542,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299337031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299337031/320
lecspa,NA,13,Ammospiza leconteii,LeConte's Sparrow,2022,32546,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299350191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299350191/320
seaspa,NA,13,Ammospiza maritima,Seaside Sparrow,2022,32547,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299384491/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299384491/320
nstspa,NA,2,Ammospiza nelsoni,Nelson's Sparrow,2022,32557,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311384101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311384101/320
nstspa2,nstspa,1,Ammospiza nelsoni subvirgata,Nelson's Sparrow (Atlantic Coast),2022,32561,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/585863601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/585863601/320
shtspa,NA,3,Ammospiza nelsoni/caudacuta,Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),2022,32567,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/36521711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/36521711/320
savspa,NA,1226,Passerculus sandwichensis,Savannah Sparrow,2022,32569,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299412471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299412471/320
savspa4,savspa,21,Passerculus sandwichensis [sandwichensis Group],Savannah Sparrow (Savannah),2022,32570,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/73108721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/73108721/320
ipsspa,savspa,19,Passerculus sandwichensis princeps,Savannah Sparrow (Ipswich),2022,32584,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/81037651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/81037651/320
bldspa,savspa,13,Passerculus sandwichensis [guttatus Group],Savannah Sparrow (Belding's),2022,32585,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/568674691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/568674691/320
savspa3,savspa,1,Passerculus sandwichensis sanctorum,Savannah Sparrow (San Benito),2022,32590,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/211362111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/211362111/320
labspa,savspa,3,Passerculus sandwichensis rostratus/atratus,Savannah Sparrow (Large-billed),2022,32591,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/411490011/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/411490011/320
baispa,NA,3,Centronyx bairdii,Baird's Sparrow,2022,32594,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308768371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308768371/320
henspa,NA,5,Centronyx henslowii,Henslow's Sparrow,2022,32595,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/171447861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/171447861/320
sonspa,NA,47095,Melospiza melodia,Song Sparrow,2022,32601,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308771371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308771371/320
sonspa2,sonspa,6,Melospiza melodia melodia/atlantica,Song Sparrow (melodia/atlantica),2022,32602,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/188604811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/188604811/320
linspa,NA,1629,Melospiza lincolnii,Lincoln's Sparrow,2022,32634,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299637291/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299637291/320
swaspa,NA,712,Melospiza georgiana,Swamp Sparrow,2022,32639,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64985151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64985151/320
rcgspa1,NA,1,Melozone kieneri,Rusty-crowned Ground-Sparrow,2022,32650,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43158891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43158891/320
cantow,NA,897,Melozone fusca,Canyon Towhee,2022,32654,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64988761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64988761/320
whttow1,NA,1,Melozone albicollis,White-throated Towhee,2022,32665,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44292671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44292671/320
abetow,NA,463,Melozone aberti,Abert's Towhee,2022,32668,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299670841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299670841/320
y00331,NA,92,Melozone fusca/aberti,Canyon/Abert's Towhee,2022,32673,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/101384571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/101384571/320
caltow,NA,3596,Melozone crissalis,California Towhee,2022,32674,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64989841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64989841/320
rucspa,NA,263,Aimophila ruficeps,Rufous-crowned Sparrow,2022,32698,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64990421/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64990421/320
gnttow,NA,215,Pipilo chlorurus,Green-tailed Towhee,2022,32712,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299675281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299675281/320
spotow,NA,9993,Pipilo maculatus,Spotted Towhee,2022,32713,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299678301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/299678301/320
spotow1,spotow,6,Pipilo maculatus [oregonus Group],Spotted Towhee (oregonus Group),2022,32714,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/529318521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/529318521/320
spotow2,spotow,3,Pipilo maculatus [maculatus Group],Spotted Towhee (maculatus Group),2022,32723,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/530067951/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/530067951/320
eastow,NA,13698,Pipilo erythrophthalmus,Eastern Towhee,2022,32741,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311637941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311637941/320
eastow1,eastow,68,Pipilo erythrophthalmus erythrophthalmus/canaster,Eastern Towhee (Red-eyed),2022,32742,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/156286731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/156286731/320
y00226,NA,342,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee (Rufous-sided Towhee),2022,32749,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/386593261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/386593261/320
towhee1,NA,7,Melozone/Pipilo sp.,towhee sp.,2022,32758,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/541051581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/541051581/320
yegfin1,NA,1,Atlapetes luteoviridis,Yellow-green Brushfinch,2022,32773,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/319457561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/319457561/320
sparro1,NA,134,Passerellidae sp.,new world sparrow sp.,2022,32847,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69292681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69292681/320
yebcha,NA,93,Icteria virens,Yellow-breasted Chat,2022,32887,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64916141/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/64916141/320
yebcha1,yebcha,3,Icteria virens virens,Yellow-breasted Chat (virens),2022,32888,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/384548661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/384548661/320
yehbla,NA,296,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,2022,32891,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306328961/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306328961/320
boboli,NA,10,Dolichonyx oryzivorus,Bobolink,2022,32892,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306331051/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306331051/320
wesmea,NA,551,Sturnella neglecta,Western Meadowlark,2022,32893,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306332801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306332801/320
easmea,NA,1010,Sturnella magna,Eastern Meadowlark,2022,32896,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306337121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306337121/320
easmea2,easmea,8,Sturnella magna [magna Group],Eastern Meadowlark (Eastern),2022,32898,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/426756621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/426756621/320
meadow,NA,31,Sturnella neglecta/magna,Western/Eastern Meadowlark,2022,32914,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/279953021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/279953021/320
lilmea2,NA,43,Sturnella lilianae,Chihuahuan Meadowlark,2022,32915,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306337411/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306337411/320
y01183,NA,3,Sturnella neglecta/lilianae,Western/Chihuahuan Meadowlark,2022,32918,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63190621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63190621/320
y01184,NA,15,Sturnella magna/lilianae,Eastern/Chihuahuan Meadowlark,2022,32919,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440051831/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/440051831/320
stumea1,NA,5,Sturnella sp.,Sturnella meadowlark sp.,2022,32920,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/575000351/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/575000351/320
yewcac1,NA,2,Cassiculus melanicterus,Yellow-winged Cacique,2022,32936,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43296631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/43296631/320
bkvori,NA,1,Icterus wagleri,Black-vented Oriole,2022,32996,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243814781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243814781/320
orcori,NA,262,Icterus spurius,Orchard Oriole,2022,33003,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306351671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306351671/320
orcori2,orcori,1,Icterus spurius spurius,Orchard Oriole (Orchard),2022,33004,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/27949501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/27949501/320
hooori,NA,722,Icterus cucullatus,Hooded Oriole,2022,33006,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306356481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306356481/320
hooori1,hooori,1,Icterus cucullatus [nelsoni Group],Hooded Oriole (nelsoni Group),2022,33010,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/598039041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/598039041/320
y00488,NA,4,Icterus spurius/cucullatus,Orchard/Hooded Oriole,2022,33015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69650111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69650111/320
stbori,NA,5,Icterus pustulatus,Streak-backed Oriole,2022,33048,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44304051/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44304051/320
bulori,NA,424,Icterus bullockii,Bullock's Oriole,2022,33060,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306361551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306361551/320
spbori,NA,42,Icterus pectoralis,Spot-breasted Oriole,2022,33073,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306363441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306363441/320
altori,NA,16,Icterus gularis,Altamira Oriole,2022,33076,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306365831/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306365831/320
audori,NA,23,Icterus graduacauda,Audubon's Oriole,2022,33083,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306367931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306367931/320
audori1,audori,1,Icterus graduacauda graduacauda/audubonii,Audubon's Oriole (Audubon's),2022,33084,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49134201/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49134201/320
balori,NA,2044,Icterus galbula,Baltimore Oriole,2022,33091,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306380871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306380871/320
x00013,NA,3,Icterus bullockii x galbula,Bullock's x Baltimore Oriole (hybrid),2022,33092,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/55519701/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/55519701/320
y00022,NA,167,Icterus bullockii/galbula,Bullock's/Baltimore Oriole,2022,33093,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/511998911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/511998911/320
scoori,NA,114,Icterus parisorum,Scott's Oriole,2022,33097,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306385361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306385361/320
oriole,NA,12,Icterus sp.,new world oriole sp.,2022,33099,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/110278841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/110278841/320
rewbla,NA,43346,Agelaius phoeniceus,Red-winged Blackbird,2022,33101,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306392131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306392131/320
rewbla1,rewbla,62,Agelaius phoeniceus [phoeniceus Group],Red-winged Blackbird (Red-winged),2022,33102,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/227768151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/227768151/320
rewbla2,rewbla,1,Agelaius phoeniceus californicus/mailliardorum,Red-winged Blackbird (California Bicolored),2022,33124,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/76130781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/76130781/320
tribla,NA,110,Agelaius tricolor,Tricolored Blackbird,2022,33131,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306397861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306397861/320
tasbla,NA,1,Agelaius humeralis,Tawny-shouldered Blackbird,2022,33133,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/105504861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/105504861/320
shicow,NA,20,Molothrus bonariensis,Shiny Cowbird,2022,33141,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/245438551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/245438551/320
brocow,NA,162,Molothrus aeneus,Bronzed Cowbird,2022,33150,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67362641/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67362641/320
bnhcow,NA,35077,Molothrus ater,Brown-headed Cowbird,2022,33157,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306621721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306621721/320
y00336,NA,12,Molothrus bonariensis/ater,Shiny/Brown-headed Cowbird,2022,33162,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/91302701/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/91302701/320
y00337,NA,28,Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird,2022,33163,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/257433601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/257433601/320
rusbla,NA,2076,Euphagus carolinus,Rusty Blackbird,2022,33172,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67375011/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67375011/320
brebla,NA,3989,Euphagus cyanocephalus,Brewer's Blackbird,2022,33175,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306625401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306625401/320
y00227,NA,51,Euphagus carolinus/cyanocephalus,Rusty/Brewer's Blackbird,2022,33176,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84261701/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84261701/320
comgra,NA,43236,Quiscalus quiscula,Common Grackle,2022,33177,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/307948931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/307948931/320
comgra1,comgra,5,Quiscalus quiscula quiscula/stonei,Common Grackle (Purple),2022,33178,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542116921/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542116921/320
